"driver","drivId","vehicle","qualSec","qualiId","series","season","raceNumber","fastestRaceSec","circuit","perim"
"Zach Veach","1994120900","Dallara/Chevrolet","162.836","indycar~2017~6~2","indycar",2017,6,39.789,"Indianapolis","4023"
"Graham Rahal","1989010400","Dallara/Honda","73.968","indycar~2017~7~1","indycar",2017,7,74.206,"Belle Isle","3782"
"Takuma Sato","1977012800","Dallara/Honda","74.042","indycar~2017~7~1","indycar",2017,7,74.206,"Belle Isle","3782"
"J.Hinchcliffe","1986120500","Dallara/Honda","74.18","indycar~2017~7~1","indycar",2017,7,74.206,"Belle Isle","3782"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","74.315","indycar~2017~7~1","indycar",2017,7,74.206,"Belle Isle","3782"
"Josef Newgarden","1980016537","Dallara/Chevrolet","74.38","indycar~2017~7~1","indycar",2017,7,74.206,"Belle Isle","3782"
"Will Power","1981030100","Dallara/Chevrolet","74.631","indycar~2017~7~1","indycar",2017,7,74.206,"Belle Isle","3782"
"Marco Andretti","1987031300","Dallara/Honda","74.671","indycar~2017~7~1","indycar",2017,7,74.206,"Belle Isle","3782"
"Tony Kanaan","1974123100","Dallara/Honda","75.266","indycar~2017~7~1","indycar",2017,7,74.206,"Belle Isle","3782"
"Spencer Pigot","1993092900","Dallara/Chevrolet","75.626","indycar~2017~7~1","indycar",2017,7,74.206,"Belle Isle","3782"
"E.Gutiérrez","1991080500","Dallara/Honda","75.627","indycar~2017~7~1","indycar",2017,7,74.206,"Belle Isle","3782"
"Ed Jones","1995021200","Dallara/Honda","75.834","indycar~2017~7~1","indycar",2017,7,74.206,"Belle Isle","3782"
"H.Castroneves","1975051000","Dallara/Chevrolet","74.041","indycar~2017~7~2","indycar",2017,7,74.206,"Belle Isle","3782"
"Alexander Rossi","1991092500","Dallara/Honda","74.087","indycar~2017~7~2","indycar",2017,7,74.206,"Belle Isle","3782"
"Scott Dixon","1980072200","Dallara/Honda","74.285","indycar~2017~7~2","indycar",2017,7,74.206,"Belle Isle","3782"
"Max Chilton","1991042100","Dallara/Honda","74.999","indycar~2017~7~2","indycar",2017,7,74.206,"Belle Isle","3782"
"Charlie Kimball","1985022000","Dallara/Honda","75.066","indycar~2017~7~2","indycar",2017,7,74.206,"Belle Isle","3782"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","75.099","indycar~2017~7~2","indycar",2017,7,74.206,"Belle Isle","3782"
"Carlos Muñoz","1990015361","Dallara/Chevrolet","75.206","indycar~2017~7~2","indycar",2017,7,74.206,"Belle Isle","3782"
"Conor Daly","1991121700","Dallara/Chevrolet","75.222","indycar~2017~7~2","indycar",2017,7,74.206,"Belle Isle","3782"
"J.R. Hildebrand","1987019000","Dallara/Chevrolet","75.233","indycar~2017~7~2","indycar",2017,7,74.206,"Belle Isle","3782"
"Mikhail Aleshin","1987052200","Dallara/Honda","75.243","indycar~2017~7~2","indycar",2017,7,74.206,"Belle Isle","3782"
"Oriol Servià","1974071301","Dallara/Honda","75.275","indycar~2017~7~2","indycar",2017,7,74.206,"Belle Isle","3782"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","75.283","indycar~2017~8~1","indycar",2017,8,74.638,"Belle Isle","3782"
"H.Castroneves","1975051000","Dallara/Chevrolet","75.527","indycar~2017~8~1","indycar",2017,8,74.638,"Belle Isle","3782"
"Mikhail Aleshin","1987052200","Dallara/Honda","76.037","indycar~2017~8~1","indycar",2017,8,74.638,"Belle Isle","3782"
"Scott Dixon","1980072200","Dallara/Honda","76.172","indycar~2017~8~1","indycar",2017,8,74.638,"Belle Isle","3782"
"Conor Daly","1991121700","Dallara/Chevrolet","76.173","indycar~2017~8~1","indycar",2017,8,74.638,"Belle Isle","3782"
"Charlie Kimball","1985022000","Dallara/Honda","76.18","indycar~2017~8~1","indycar",2017,8,74.638,"Belle Isle","3782"
"Alexander Rossi","1991092500","Dallara/Honda","76.288","indycar~2017~8~1","indycar",2017,8,74.638,"Belle Isle","3782"
"Max Chilton","1991042100","Dallara/Honda","76.515","indycar~2017~8~1","indycar",2017,8,74.638,"Belle Isle","3782"
"J.R. Hildebrand","1987019000","Dallara/Chevrolet","78.627","indycar~2017~8~1","indycar",2017,8,74.638,"Belle Isle","3782"
"Oriol Servià","1974071301","Dallara/Honda","81.448","indycar~2017~8~1","indycar",2017,8,74.638,"Belle Isle","3782"
"Carlos Muñoz","1990015361","Dallara/Chevrolet",NA,"indycar~2017~8~1","indycar",2017,8,74.638,"Belle Isle","3782"
"Takuma Sato","1977012800","Dallara/Honda","73.673","indycar~2017~8~2","indycar",2017,8,74.638,"Belle Isle","3782"
"Graham Rahal","1989010400","Dallara/Honda","73.81","indycar~2017~8~2","indycar",2017,8,74.638,"Belle Isle","3782"
"J.Hinchcliffe","1986120500","Dallara/Honda","73.826","indycar~2017~8~2","indycar",2017,8,74.638,"Belle Isle","3782"
"Will Power","1981030100","Dallara/Chevrolet","73.944","indycar~2017~8~2","indycar",2017,8,74.638,"Belle Isle","3782"
"Marco Andretti","1987031300","Dallara/Honda","74.033","indycar~2017~8~2","indycar",2017,8,74.638,"Belle Isle","3782"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","74.076","indycar~2017~8~2","indycar",2017,8,74.638,"Belle Isle","3782"
"Josef Newgarden","1980016537","Dallara/Chevrolet","74.181","indycar~2017~8~2","indycar",2017,8,74.638,"Belle Isle","3782"
"Tony Kanaan","1974123100","Dallara/Honda","74.328","indycar~2017~8~2","indycar",2017,8,74.638,"Belle Isle","3782"
"Ed Jones","1995021200","Dallara/Honda","74.778","indycar~2017~8~2","indycar",2017,8,74.638,"Belle Isle","3782"
"E.Gutiérrez","1991080500","Dallara/Honda","75.005","indycar~2017~8~2","indycar",2017,8,74.638,"Belle Isle","3782"
"Spencer Pigot","1993092900","Dallara/Chevrolet","75.849","indycar~2017~8~2","indycar",2017,8,74.638,"Belle Isle","3782"
"Will Power","1981030100","Dallara/Chevrolet","101.503","indycar~2017~10~1","indycar",2017,10,103.465,"Road America","6460"
"Josef Newgarden","1980016537","Dallara/Chevrolet","102.22","indycar~2017~10~1","indycar",2017,10,103.465,"Road America","6460"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","102.518","indycar~2017~10~1","indycar",2017,10,103.465,"Road America","6460"
"Max Chilton","1991042100","Dallara/Honda","102.607","indycar~2017~10~1","indycar",2017,10,103.465,"Road America","6460"
"Graham Rahal","1989010400","Dallara/Honda","102.647","indycar~2017~10~1","indycar",2017,10,103.465,"Road America","6460"
"Marco Andretti","1987031300","Dallara/Honda","102.793","indycar~2017~10~1","indycar",2017,10,103.465,"Road America","6460"
"Carlos Muñoz","1990015361","Dallara/Chevrolet","102.903","indycar~2017~10~1","indycar",2017,10,103.465,"Road America","6460"
"Alexander Rossi","1991092500","Dallara/Honda","103.017","indycar~2017~10~1","indycar",2017,10,103.465,"Road America","6460"
"E.Gutiérrez","1991080500","Dallara/Honda","103.165","indycar~2017~10~1","indycar",2017,10,103.465,"Road America","6460"
"Mikhail Aleshin","1987052200","Dallara/Honda","103.889","indycar~2017~10~1","indycar",2017,10,103.465,"Road America","6460"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","101.947","indycar~2017~10~2","indycar",2017,10,103.465,"Road America","6460"
"H.Castroneves","1975051000","Dallara/Chevrolet","102.075","indycar~2017~10~2","indycar",2017,10,103.465,"Road America","6460"
"Scott Dixon","1980072200","Dallara/Honda","102.082","indycar~2017~10~2","indycar",2017,10,103.465,"Road America","6460"
"Charlie Kimball","1985022000","Dallara/Honda","102.408","indycar~2017~10~2","indycar",2017,10,103.465,"Road America","6460"
"Ed Jones","1995021200","Dallara/Honda","102.786","indycar~2017~10~2","indycar",2017,10,103.465,"Road America","6460"
"J.Hinchcliffe","1986120500","Dallara/Honda","102.794","indycar~2017~10~2","indycar",2017,10,103.465,"Road America","6460"
"Spencer Pigot","1993092900","Dallara/Chevrolet","102.887","indycar~2017~10~2","indycar",2017,10,103.465,"Road America","6460"
"Tony Kanaan","1974123100","Dallara/Honda","102.907","indycar~2017~10~2","indycar",2017,10,103.465,"Road America","6460"
"J.R. Hildebrand","1987019000","Dallara/Chevrolet","102.913","indycar~2017~10~2","indycar",2017,10,103.465,"Road America","6460"
"Takuma Sato","1977012800","Dallara/Honda","103.411","indycar~2017~10~2","indycar",2017,10,103.465,"Road America","6460"
"Conor Daly","1991121700","Dallara/Chevrolet","104.157","indycar~2017~10~2","indycar",2017,10,103.465,"Road America","6460"
"H.Castroneves","1975051000","Dallara/Chevrolet","101.826","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"Josef Newgarden","1980016537","Dallara/Chevrolet","102.004","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"Will Power","1981030100","Dallara/Chevrolet","102.181","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","102.285","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"Scott Dixon","1980072200","Dallara/Honda","102.658","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"Graham Rahal","1989010400","Dallara/Honda","102.695","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"Max Chilton","1991042100","Dallara/Honda","102.756","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"Marco Andretti","1987031300","Dallara/Honda","102.861","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"J.Hinchcliffe","1986120500","Dallara/Honda","103.21","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"Charlie Kimball","1985022000","Dallara/Honda","103.322","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"Ed Jones","1995021200","Dallara/Honda","103.795","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","103.978","indycar~2017~10~3","indycar",2017,10,103.465,"Road America","6460"
"H.Castroneves","1975051000","Dallara/Chevrolet","101.3","indycar~2017~10~4","indycar",2017,10,103.465,"Road America","6460"
"Will Power","1981030100","Dallara/Chevrolet","101.361","indycar~2017~10~4","indycar",2017,10,103.465,"Road America","6460"
"Josef Newgarden","1980016537","Dallara/Chevrolet","101.66","indycar~2017~10~4","indycar",2017,10,103.465,"Road America","6460"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","102.038","indycar~2017~10~4","indycar",2017,10,103.465,"Road America","6460"
"Scott Dixon","1980072200","Dallara/Honda","102.93","indycar~2017~10~4","indycar",2017,10,103.465,"Road America","6460"
"Graham Rahal","1989010400","Dallara/Honda","105.046","indycar~2017~10~4","indycar",2017,10,103.465,"Road America","6460"
"Will Power","1981030100","Dallara/Chevrolet","59.391","indycar~2017~12~1","indycar",2017,12,60.235,"Toronto","2874"
"Graham Rahal","1989010400","Dallara/Honda","59.398","indycar~2017~12~1","indycar",2017,12,60.235,"Toronto","2874"
"Takuma Sato","1977012800","Dallara/Honda","59.552","indycar~2017~12~1","indycar",2017,12,60.235,"Toronto","2874"
"H.Castroneves","1975051000","Dallara/Chevrolet","59.683","indycar~2017~12~1","indycar",2017,12,60.235,"Toronto","2874"
"J.R. Hildebrand","1987019000","Dallara/Chevrolet","59.696","indycar~2017~12~1","indycar",2017,12,60.235,"Toronto","2874"
"Marco Andretti","1987031300","Dallara/Honda","59.746","indycar~2017~12~1","indycar",2017,12,60.235,"Toronto","2874"
"Spencer Pigot","1993092900","Dallara/Chevrolet","59.758","indycar~2017~12~1","indycar",2017,12,60.235,"Toronto","2874"
"Ed Jones","1995021200","Dallara/Honda","59.868","indycar~2017~12~1","indycar",2017,12,60.235,"Toronto","2874"
"Charlie Kimball","1985022000","Dallara/Honda","59.982","indycar~2017~12~1","indycar",2017,12,60.235,"Toronto","2874"
"Carlos Muñoz","1990015361","Dallara/Chevrolet","60.165","indycar~2017~12~1","indycar",2017,12,60.235,"Toronto","2874"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","59.557","indycar~2017~12~2","indycar",2017,12,60.235,"Toronto","2874"
"Alexander Rossi","1991092500","Dallara/Honda","59.557","indycar~2017~12~2","indycar",2017,12,60.235,"Toronto","2874"
"Josef Newgarden","1980016537","Dallara/Chevrolet","59.66","indycar~2017~12~2","indycar",2017,12,60.235,"Toronto","2874"
"Max Chilton","1991042100","Dallara/Honda","59.755","indycar~2017~12~2","indycar",2017,12,60.235,"Toronto","2874"
"Scott Dixon","1980072200","Dallara/Honda","59.757","indycar~2017~12~2","indycar",2017,12,60.235,"Toronto","2874"
"J.Hinchcliffe","1986120500","Dallara/Honda","60.034","indycar~2017~12~2","indycar",2017,12,60.235,"Toronto","2874"
"Tony Kanaan","1974123100","Dallara/Honda","60.06","indycar~2017~12~2","indycar",2017,12,60.235,"Toronto","2874"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","60.092","indycar~2017~12~2","indycar",2017,12,60.235,"Toronto","2874"
"Conor Daly","1991121700","Dallara/Chevrolet","60.271","indycar~2017~12~2","indycar",2017,12,60.235,"Toronto","2874"
"S.Saavedra","1986010156","Dallara/Honda","60.627","indycar~2017~12~2","indycar",2017,12,60.235,"Toronto","2874"
"E.Gutiérrez","1991080500","Dallara/Honda","60.744","indycar~2017~12~2","indycar",2017,12,60.235,"Toronto","2874"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","59.292","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"Scott Dixon","1980072200","Dallara/Honda","59.573","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"Will Power","1981030100","Dallara/Chevrolet","59.647","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"H.Castroneves","1975051000","Dallara/Chevrolet","59.649","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"J.Hinchcliffe","1986120500","Dallara/Honda","59.72","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"Graham Rahal","1989010400","Dallara/Honda","59.743","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"Josef Newgarden","1980016537","Dallara/Chevrolet","59.899","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"Alexander Rossi","1991092500","Dallara/Honda","60.011","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"Max Chilton","1991042100","Dallara/Honda","60.12","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"Takuma Sato","1977012800","Dallara/Honda","60.197","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"Marco Andretti","1987031300","Dallara/Honda","60.338","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"J.R. Hildebrand","1987019000","Dallara/Chevrolet","62.304","indycar~2017~12~3","indycar",2017,12,60.235,"Toronto","2874"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","58.912","indycar~2017~12~4","indycar",2017,12,60.235,"Toronto","2874"
"Graham Rahal","1989010400","Dallara/Honda","59.224","indycar~2017~12~4","indycar",2017,12,60.235,"Toronto","2874"
"H.Castroneves","1975051000","Dallara/Chevrolet","59.434","indycar~2017~12~4","indycar",2017,12,60.235,"Toronto","2874"
"Will Power","1981030100","Dallara/Chevrolet","59.543","indycar~2017~12~4","indycar",2017,12,60.235,"Toronto","2874"
"Scott Dixon","1980072200","Dallara/Honda","59.797","indycar~2017~12~4","indycar",2017,12,60.235,"Toronto","2874"
"J.Hinchcliffe","1986120500","Dallara/Honda","60.141","indycar~2017~12~4","indycar",2017,12,60.235,"Toronto","2874"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","64.359","indycar~2017~13~1","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Takuma Sato","1977012800","Dallara/Honda","64.373","indycar~2017~13~1","indycar",2017,13,65.969,"Mid-Ohio","3634"
"H.Castroneves","1975051000","Dallara/Chevrolet","64.414","indycar~2017~13~1","indycar",2017,13,65.969,"Mid-Ohio","3634"
"E.Gutiérrez","1991080500","Dallara/Honda","64.778","indycar~2017~13~1","indycar",2017,13,65.969,"Mid-Ohio","3634"
"J.Hinchcliffe","1986120500","Dallara/Honda","64.821","indycar~2017~13~1","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Conor Daly","1991121700","Dallara/Chevrolet","64.962","indycar~2017~13~1","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Charlie Kimball","1985022000","Dallara/Honda","64.993","indycar~2017~13~1","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Ed Jones","1995021200","Dallara/Honda","65.033","indycar~2017~13~1","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Tony Kanaan","1974123100","Dallara/Honda","65.32","indycar~2017~13~1","indycar",2017,13,65.969,"Mid-Ohio","3634"
"J.R. Hildebrand","1987019000","Dallara/Chevrolet","65.338","indycar~2017~13~1","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Graham Rahal","1989010400","Dallara/Honda","64.193","indycar~2017~13~2","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Josef Newgarden","1980016537","Dallara/Chevrolet","64.216","indycar~2017~13~2","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Will Power","1981030100","Dallara/Chevrolet","64.248","indycar~2017~13~2","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Alexander Rossi","1991092500","Dallara/Honda","64.315","indycar~2017~13~2","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Scott Dixon","1980072200","Dallara/Honda","64.41","indycar~2017~13~2","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","64.463","indycar~2017~13~2","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Marco Andretti","1987031300","Dallara/Honda","64.592","indycar~2017~13~2","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Spencer Pigot","1993092900","Dallara/Chevrolet","64.618","indycar~2017~13~2","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Max Chilton","1991042100","Dallara/Honda","64.86","indycar~2017~13~2","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Carlos Muñoz","1990015361","Dallara/Chevrolet","64.944","indycar~2017~13~2","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Mikhail Aleshin","1987052200","Dallara/Honda","65.244","indycar~2017~13~2","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Graham Rahal","1989010400","Dallara/Honda","64.082","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Takuma Sato","1977012800","Dallara/Honda","64.184","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Josef Newgarden","1980016537","Dallara/Chevrolet","64.192","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Will Power","1981030100","Dallara/Chevrolet","64.25","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"H.Castroneves","1975051000","Dallara/Chevrolet","64.253","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Scott Dixon","1980072200","Dallara/Honda","64.256","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Simon Pagenaud","1984051000","Dallara/Chevrolet","64.3","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"J.Hinchcliffe","1986120500","Dallara/Honda","64.378","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Alexander Rossi","1991092500","Dallara/Honda","64.49","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Ryan Hunter-Reay","1980121700","Dallara/Honda","64.492","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Conor Daly","1991121700","Dallara/Chevrolet","64.874","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"E.Gutiérrez","1991080500","Dallara/Honda","65.036","indycar~2017~13~3","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Will Power","1981030100","Dallara/Chevrolet","64.172","indycar~2017~13~4","indycar",2017,13,65.969,"Mid-Ohio","3634"
"Josef Newgarden","1980016537","Dallara/Chevrolet","64.306","indycar~2017~13~4","indycar",2017,13,65.969,"Mid-Ohio","3634"
